% Model,ion trap blade.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 15 2024, 18:18"
% Dimension,3
% Nodes,9999
% Expressions,1
% Description,Electric potential
% Length unit,mm
% x,y,z,esbe.V (V)
0,0,-2.2049909981996394,-2.0199315791633336E-6
0,0,-2.2045409081816367,-1.9895174014220376E-6
0,0,-2.2040908181636323,-1.9591012814762065E-6
0,0,-2.2036407281456296,-1.9286832312211642E-6
0,0,-2.203190638127625,-1.8982632617169657E-6
0,0,-2.2027405481096234,-1.8678413852272384E-6
0,0,-2.202290458091618,-1.837417613469389E-6
0,0,-2.2018403680736154,-1.8069919579242512E-6
0,0,-2.201390278055611,-1.776564430206449E-6
0,0,-2.2009401880376074,-1.746135042558143E-6
0,0,-2.200490098019604,-1.715703806214378E-6
0,0,-2.2000400080016003,-1.6852707330714542E-6
0,0,-2.199589917983596,-1.6548358349729791E-6
0,0,-2.199139827965593,-1.6243991236453582E-6
0,0,-2.1986897379475896,-1.593960610695084E-6
0,0,-2.198239647929587,-1.5635203081987596E-6
0,0,-2.197789557911583,-1.533078227306103E-6
0,0,-2.197339467893579,-1.5026343807938948E-6
0,0,-2.1968893778755754,-1.4721887796104085E-6
0,0,-2.196439287857571,-1.4417414357197067E-6
0,0,-2.195989197839569,-1.411292361195248E-6
0,0,-2.195539107821564,-1.3808415676130588E-6
0,0,-2.195089017803561,-1.3503890669066274E-6
0,0,-2.1946389277855567,-1.3199348707686404E-6
0,0,-2.194188837767554,-1.2894789913757724E-6
0,0,-2.1937387477495496,-1.2590214402175308E-6
0,0,-2.193288657731547,-1.228562229356532E-6
0,0,-2.1928385677135416,-1.1981013704132548E-6
0,0,-2.192388477695539,-1.167638875458881E-6
0,0,-2.1919383876775353,-1.1371747562729422E-6
0,0,-2.191488297659532,-1.1067090251033447E-6
0,0,-2.1910382076415282,-1.0762416931193227E-6
0,0,-2.1905881176235247,-1.0457727728752867E-6
0,0,-2.190138027605521,-1.0153022760269522E-6
0,0,-2.1896879375875176,-9.848302146757502E-7
0,0,-2.1892378475695153,-9.543566002896122E-7
0,0,-2.1887877575515104,-9.238814453912903E-7
0,0,-2.188337667533507,-8.934047617779883E-7
0,0,-2.1878875775155024,-8.629265612346585E-7
0,0,-2.1874374874974998,-8.32446856067863E-7
0,0,-2.1869873974794953,-8.019656579424245E-7
0,0,-2.1865373074614927,-7.714829788281518E-7
0,0,-2.1860872174434873,-7.409988313230404E-7
0,0,-2.185637127425486,-7.105132267558106E-7
0,0,-2.185187037407481,-6.800261772566246E-7
0,0,-2.1847369473894784,-6.49537695311805E-7
0,0,-2.184286857371474,-6.19047792708256E-7
0,0,-2.1838367673534713,-5.885564814460354E-7
0,0,-2.183386677335467,-5.580637739509677E-7
0,0,-2.182936587317464,-5.275696816596509E-7
0,0,-2.1824864972994606,-4.970742174128335E-7
0,0,-2.1820364072814566,-4.6657739292445266E-7
0,0,-2.1815863172634526,-4.3607922050757555E-7
0,0,-2.181136227245449,-4.0557971201470033E-7
0,0,-2.1806861372274455,-3.750788799408234E-7
0,0,-2.180236047209441,-3.445767363276361E-7
0,0,-2.1797859571914384,-3.140732933957233E-7
0,0,-2.179335867173433,-2.835685634511049E-7
0,0,-2.1788857771554313,-2.530625583071393E-7
0,0,-2.1784356871374273,-2.2255529076576058E-7
0,0,-2.177985597119424,-1.920467725934896E-7
0,0,-2.1775355071014197,-1.6153701631947508E-7
0,0,-2.1770854170834175,-1.31026034026825E-7
0,0,-2.1766353270654126,-1.005138379547724E-7
0,0,-2.17618523704741,-7.000044088074833E-8
0,0,-2.1757351470294064,-3.9485854363865806E-8
0,0,-2.175285057011403,-8.970091635944998E-9
0,0,-2.1748349669933984,2.1546835647732326E-8
0,0,-2.1743848769753957,5.2064915015046474E-8
0,0,-2.1739347869573913,8.258413394714864E-8
0,0,-2.173484696939389,1.1310448000856517E-7
0,0,-2.173034606921384,1.4362594121625997E-7
0,0,-2.1725845169033806,1.741485044173428E-7
0,0,-2.172134426885377,2.0467215782490975E-7
0,0,-2.1716843368673735,2.3519688885614409E-7
0,0,-2.17123424684937,2.657226849354932E-7
0,0,-2.1707841568313664,2.9624953320572887E-7
0,0,-2.170334066813363,3.2677742179874035E-7
0,0,-2.16988397679536,3.5730633802979594E-7
0,0,-2.1694338867773557,3.8783626929168435E-7
0,0,-2.168983796759352,4.183672027408382E-7
0,0,-2.1685337067413486,4.488991264870292E-7
0,0,-2.168083616723344,4.794320274342876E-7
0,0,-2.1676335267053415,5.099658928906176E-7
0,0,-2.167183436687337,5.405007106526732E-7
0,0,-2.1667333466693344,5.710364678315673E-7
0,0,-2.1662832566513304,6.015731520073305E-7
0,0,-2.1658331666333273,6.321107502486835E-7
0,0,-2.165383076615323,6.626492498454156E-7
0,0,-2.1649329865973206,6.931886383603186E-7
0,0,-2.1644828965793157,7.237289028239492E-7
0,0,-2.164032806561312,7.542700308236019E-7
0,0,-2.1635827165433086,7.848120094004589E-7
0,0,-2.163132626525306,8.153548254936785E-7
0,0,-2.1626825365073015,8.458984667085532E-7
0,0,-2.162232446489298,8.764429201796146E-7
0,0,-2.1617823564712944,9.069881729690784E-7
0,0,-2.1613322664532912,9.375342121416535E-7
0,0,-2.1608821764352872,9.680810249114522E-7
0,0,-2.160432086417283,9.986285986175953E-7
0,0,-2.15998199639928,1.0291769203409464E-6
0,0,-2.1595319063812757,1.0597259766969213E-6
0,0,-2.159081816363273,1.090275755039928E-6
0,0,-2.1586317263452686,1.1208262426806812E-6
0,0,-2.158181636327266,1.1513774260410664E-6
0,0,-2.157731546309262,1.1819292927600948E-6
0,0,-2.157281456291259,1.2124818293167893E-6
0,0,-2.1568313662732543,1.2430350229919408E-6
0,0,-2.1563812762552517,1.2735888602931952E-6
0,0,-2.155931186237247,1.3041433286136665E-6
0,0,-2.1554810962192437,1.3346984146762149E-6
0,0,-2.15503100620124,1.3652541055473926E-6
0,0,-2.1545809161832365,1.3958103877792982E-6
0,0,-2.154130826165233,1.426367248263602E-6
0,0,-2.1536807361472294,1.4569246741258368E-6
0,0,-2.153230646129226,1.4874826519177759E-6
0,0,-2.1527805561112237,1.5180411682528833E-6
0,0,-2.1523304660932188,1.5486002101966273E-6
0,0,-2.151880376075215,1.579159764261099E-6
0,0,-2.1514302860572116,1.6097198174945277E-6
0,0,-2.150980196039207,1.6402803562405198E-6
0,0,-2.1505301060212045,1.6708413674272832E-6
0,0,-2.1500800160032,1.7014028375008814E-6
0,0,-2.1496299259851974,1.7319647530605756E-6
0,0,-2.1491798359671943,1.7625271008788823E-6
0,0,-2.1487297459491903,1.7930898678328354E-6
0,0,-2.148279655931186,1.8236530397786922E-6
0,0,-2.147829565913183,1.8542166039018336E-6
0,0,-2.1473794758951787,1.8847805463754292E-6
0,0,-2.146929385877176,1.9153448538362537E-6
0,0,-2.1464792958591716,1.9459095125354308E-6
0,0,-2.146029205841169,1.976474509432285E-6
0,0,-2.145579115823165,2.0070398305066734E-6
0,0,-2.145129025805162,2.0376054622561583E-6
0,0,-2.1446789357871574,2.0681713915499675E-6
0,0,-2.144228845769154,2.0987376040418294E-6
0,0,-2.1437787557511503,2.129304086498948E-6
0,0,-2.1433286657331476,2.159870824999734E-6
0,0,-2.142878575715143,2.1904378059331127E-6
0,0,-2.1424284856971396,2.2210050158662535E-6
0,0,-2.141978395679136,2.251572440867917E-6
0,0,-2.1415283056611316,2.282140067187059E-6
0,0,-2.141078215643129,2.312707880874334E-6
0,0,-2.1406281256251245,2.3432758681894315E-6
0,0,-2.140178035607122,2.373844015466308E-6
0,0,-2.1397279455891174,2.4044123086112024E-6
0,0,-2.1392778555711147,2.434980733529487E-6
0,0,-2.1388277655531103,2.4655492773453932E-6
0,0,-2.1383776755351076,2.496117925071344E-6
0,0,-2.137927585517103,2.526686663014842E-6
0,0,-2.1374774954990996,2.5572554774426232E-6
0,0,-2.1370274054810965,2.5878243542617942E-6
0,0,-2.1365773154630934,2.618393279339888E-6
0,0,-2.136127225445089,2.6489622386650013E-6
0,0,-2.1356771354270854,2.679531218378211E-6
0,0,-2.135227045409082,2.710100203996528E-6
0,0,-2.1347769553910783,2.740669181830165E-6
0,0,-2.1343268653730747,2.7712381374795075E-6
0,0,-2.133876775355071,2.8018070566620352E-6
0,0,-2.133426685337068,2.832375925698586E-6
0,0,-2.132976595319063,2.8629447297649725E-6
0,0,-2.1325265053010605,2.893513454970179E-6
0,0,-2.132076415283056,2.9240820868583215E-6
0,0,-2.1316263252650534,2.9546506114980524E-6
0,0,-2.131176235247049,2.9852190143517384E-6
0,0,-2.1307261452290454,3.015787280931728E-6
0,0,-2.130276055211042,3.046355396902267E-6
0,0,-2.129825965193039,3.0769233481460663E-6
0,0,-2.1293758751750347,3.107491120241828E-6
0,0,-2.128925785157032,3.13805869857364E-6
0,0,-2.128475695139029,3.168626068456742E-6
0,0,-2.128025605121025,3.1991932158328268E-6
0,0,-2.1275755151030205,3.229760126140409E-6
0,0,-2.127125425085017,3.260326784616124E-6
0,0,-2.1266753350670133,3.2908931768708743E-6
0,0,-2.12622524504901,3.321459288389253E-6
0,0,-2.1257751550310062,3.3520251041557108E-6
0,0,-2.1253250650130036,3.3825906099834617E-6
0,0,-2.1248749749949996,3.413155790955077E-6
0,0,-2.1244248849769964,3.443720632591036E-6
0,0,-2.123974794958991,3.474285119946371E-6
0,0,-2.1235247049409876,3.5048492386097587E-6
0,0,-2.123074614922985,3.5354129734294732E-6
0,0,-2.1226245249049804,3.565976309795023E-6
0,0,-2.1221744348869778,3.596539233019806E-6
0,0,-2.1217243448689733,3.6271017281294714E-6
0,0,-2.1212742548509707,3.6576637801144334E-6
0,0,-2.120824164832966,3.6882253744654645E-6
0,0,-2.1203740748149644,3.718786495730841E-6
0,0,-2.119923984796959,3.7493471294143457E-6
0,0,-2.1194738947789564,3.7799072603969964E-6
0,0,-2.119023804760952,3.8104668736062145E-6
0,0,-2.1185737147429484,3.841025953946653E-6
0,0,-2.118123624724945,3.871584486738865E-6
0,0,-2.1176735347069413,3.902142456560075E-6
0,0,-2.117223444688937,3.9326998483000825E-6
0,0,-2.116773354670934,3.9632566473076294E-6
0,0,-2.116323264652931,3.993812837801178E-6
0,0,-2.115873174634927,4.024368404722135E-6
0,0,-2.1154230846169235,4.054923333195572E-6
0,0,-2.11497299459892,4.0854776077754035E-6
0,0,-2.1145229045809164,4.116031213224902E-6
0,0,-2.114072814562912,4.146584134310377E-6
0,0,-2.1136227245449093,4.177136355652312E-6
0,0,-2.113172634526905,4.207687861644267E-6
0,0,-2.1127225445089026,4.238238637482546E-6
0,0,-2.1122724544908977,4.268788667226883E-6
0,0,-2.111822364472895,4.299337935868234E-6
0,0,-2.1113722744548906,4.329886427695208E-6
0,0,-2.110922184436888,4.360434127317664E-6
0,0,-2.1104720944188826,4.390981019308706E-6
0,0,-2.110022004400881,4.421527088064496E-6
0,0,-2.1095719143828764,4.452072317809677E-6
0,0,-2.1091218243648733,4.482616693731985E-6
0,0,-2.1086717343468693,4.513160198894666E-6
0,0,-2.1082216443288657,4.54370281884216E-6
0,0,-2.107771554310862,4.5742445371991115E-6
0,0,-2.1073214642928586,4.604785338798941E-6
0,0,-2.106871374274855,4.635325207449632E-6
0,0,-2.1064212842568515,4.6658641278624156E-6
0,0,-2.105971194238848,4.696402083847768E-6
0,0,-2.105521104220844,4.726939060034521E-6
0,0,-2.105071014202841,4.757475039890977E-6
0,0,-2.1046209241848364,4.788010008296528E-6
0,0,-2.104170834166834,4.818543949150012E-6
0,0,-2.1037207441488293,4.849076846113369E-6
0,0,-2.1032706541308266,4.879608684029888E-6
0,0,-2.102820564112822,4.910139446017564E-6
0,0,-2.1023704740948195,4.940669116715096E-6
0,0,-2.101920384076815,4.9711976797669685E-6
0,0,-2.1014702940588124,5.001725119620302E-6
0,0,-2.101020204040808,5.032251419432665E-6
0,0,-2.100570114022806,5.062776563677525E-6
0,0,-2.100120024004801,5.093300536199185E-6
0,0,-2.0996699339867972,5.123823320612097E-6
0,0,-2.0992198439687937,5.154344900580913E-6
0,0,-2.09876975395079,5.184865260214589E-6
0,0,-2.0983196639327866,5.215384382759925E-6
0,0,-2.097869573914783,5.245902252933358E-6
0,0,-2.0974194838967786,5.276418853471568E-6
0,0,-2.096969393878777,5.3069341684504464E-6
0,0,-2.0965193038607723,5.337448181477289E-6
0,0,-2.096069213842768,5.3679608760338416E-6
0,0,-2.0956191238247652,5.398472235777058E-6
0,0,-2.095169033806761,5.428982244414524E-6
0,0,-2.094718943788758,5.459490885185341E-6
0,0,-2.0942688537707537,5.489998141888818E-6
0,0,-2.093818763752752,5.52050399756478E-6
0,0,-2.093368673734747,5.551008436123668E-6
0,0,-2.092918583716744,5.581511440708414E-6
0,0,-2.0924684936987394,5.6120129948791526E-6
0,0,-2.092018403680737,5.642513081737725E-6
0,0,-2.0915683136627323,5.673011685042024E-6
0,0,-2.0911182236447297,5.703508787296605E-6
0,0,-2.0906681336267243,5.734004372669947E-6
0,0,-2.0902180436087217,5.764498423929958E-6
0,0,-2.089767953590718,5.7949909242923205E-6
0,0,-2.0893178635727145,5.825481857272717E-6
0,0,-2.088867773554711,5.855971205736307E-6
0,0,-2.088417683536708,5.886458952494909E-6
0,0,-2.087967593518704,5.916945081443242E-6
0,0,-2.0875175035006994,5.947429575155574E-6
0,0,-2.0870674134826976,5.9779124165041135E-6
0,0,-2.0866173234646923,6.0083935888408276E-6
0,0,-2.0861672334466896,6.03887307524685E-6
0,0,-2.085717143428685,6.06935085826685E-6
0,0,-2.0852670534106825,6.099826921041702E-6
0,0,-2.0848169633926785,6.130301246719976E-6
0,0,-2.0843668733746754,6.1607738176129145E-6
0,0,-2.08391678335667,6.191244617223513E-6
0,0,-2.0834666933386683,6.221713627596625E-6
0,0,-2.083016603320664,6.252180832406226E-6
0,0,-2.082566513302661,6.282646213680906E-6
0,0,-2.0821164232846567,6.313109754472416E-6
0,0,-2.081666333266653,6.343571437494454E-6
0,0,-2.0812162432486496,6.3740312454034715E-6
0,0,-2.080766153230646,6.404489160745548E-6
0,0,-2.0803160632126434,6.4349451659080365E-6
0,0,-2.079865973194639,6.465399244228918E-6
0,0,-2.0794158831766354,6.495851377538264E-6
0,0,-2.078965793158632,6.526301548454906E-6
0,0,-2.0785157031406283,6.556749740073203E-6
0,0,-2.078065613122624,6.587195934008557E-6
0,0,-2.077615523104621,6.617640113327681E-6
0,0,-2.077165433086616,6.648082260113917E-6
0,0,-2.076715343068614,6.678522356831705E-6
0,0,-2.076265253050611,6.708960386349241E-6
0,0,-2.075815163032607,6.7393963301643975E-6
0,0,-2.0753650730146025,6.769830171107424E-6
0,0,-2.0749149829966,6.800261891157255E-6
0,0,-2.0744648929785954,6.8306914727022175E-6
0,0,-2.0740148029605927,6.861118897921389E-6
0,0,-2.073564712942589,6.891544148872851E-6
0,0,-2.0731146229245856,6.921967208037305E-6
0,0,-2.0726645329065816,6.952388057488768E-6
0,0,-2.0722144428885785,6.982806679085938E-6
0,0,-2.071764352870574,7.013223054783027E-6
0,0,-2.0713142628525696,7.043637167371253E-6
0,0,-2.070864172834567,7.074048998052937E-6
0,0,-2.0704140828165634,7.104458528795193E-6
0,0,-2.06996399279856,7.134865742329283E-6
0,0,-2.0695139027805562,7.165270620096919E-6
0,0,-2.0690638127625527,7.195673143900959E-6
0,0,-2.0686137227445482,7.226073295418171E-6
0,0,-2.0681636327265456,7.256471057214692E-6
0,0,-2.067713542708541,7.28686641056906E-6
0,0,-2.0672634526905385,7.317259337305711E-6
0,0,-2.066813362672535,7.347649819271955E-6
0,0,-2.0663632726545313,7.3780378382645815E-6
0,0,-2.065913182636527,7.4084233758294924E-6
0,0,-2.0654630926185242,7.438806413622204E-6
0,0,-2.06501300260052,7.469186933667404E-6
0,0,-2.064562912582517,7.499564917027874E-6
0,0,-2.064112822564513,7.529940345487067E-6
0,0,-2.063662732546509,7.560313200933168E-6
0,0,-2.0632126425285056,7.59068346441519E-6
0,0,-2.062762552510502,7.621051117528478E-6
0,0,-2.0623124624924984,7.651416142048567E-6
0,0,-2.061862372474495,7.681778519068923E-6
0,0,-2.0614122824564913,7.712138230300575E-6
0,0,-2.0609621924384887,7.74249525686908E-6
0,0,-2.0605121024204847,7.772849580111739E-6
0,0,-2.0600620124024807,7.803201181659568E-6
0,0,-2.059611922384477,7.833550042710873E-6
0,0,-2.0591618323664727,7.86389614439761E-6
0,0,-2.05871174234847,7.894239468012845E-6
0,0,-2.0582616523304655,7.924579994551058E-6
0,0,-2.057811562312463,7.954917705975026E-6
0,0,-2.0573614722944584,7.985252582585773E-6
0,0,-2.0569113822764558,8.015584605744345E-6
0,0,-2.0564612922584513,8.04591375706972E-6
0,0,-2.0560112022404486,8.076240016833755E-6
0,0,-2.0555611122224455,8.106563366444878E-6
0,0,-2.0551110222044415,8.136883787264026E-6
0,0,-2.054660932186437,8.167201259642854E-6
0,0,-2.0542108421684344,8.197515765062864E-6
0,0,-2.05376075215043,8.227827284171155E-6
0,0,-2.0533106621324264,8.258135798106837E-6
0,0,-2.052860572114423,8.288441287604724E-6
0,0,-2.05241048209642,8.318743733220406E-6
0,0,-2.051960392078416,8.349043116431267E-6
0,0,-2.051510302060413,8.379339417224126E-6
0,0,-2.0510602120424086,8.409632617273257E-6
0,0,-2.050610122024404,8.439922696721605E-6
0,0,-2.0501600320064015,8.470209636397114E-6
0,0,-2.049709941988397,8.500493417048583E-6
0,0,-2.0492598519703944,8.530774019211004E-6
0,0,-2.04880976195239,8.56105142374062E-6
0,0,-2.0483596719343873,8.591325610898663E-6
0,0,-2.047909581916383,8.62159656170368E-6
0,0,-2.04745949189838,8.651864256195184E-6
0,0,-2.0470094018803757,8.682128675395842E-6
0,0,-2.046559311862373,8.71238979925019E-6
0,0,-2.0461092218443686,8.7426476087436E-6
0,0,-2.045659131826366,8.772902084208428E-6
0,0,-2.0452090418083615,8.803153205716062E-6
0,0,-2.044758951790358,8.833400953874569E-6
0,0,-2.0443088617723544,8.86364530896177E-6
0,0,-2.043858771754351,8.893886251639294E-6
0,0,-2.0434086817363473,8.924123761752689E-6
0,0,-2.0429585917183437,8.954357819613277E-6
0,0,-2.04250850170034,8.984588405724176E-6
0,0,-2.0420584116823366,9.01481550045981E-6
0,0,-2.041608321664333,9.045039083377545E-6
0,0,-2.0411582316463286,9.075259135309338E-6
0,0,-2.040708141628326,9.10547563602376E-6
0,0,-2.0402580516103224,9.135688565532242E-6
0,0,-2.0398079615923193,9.165897904194462E-6
0,0,-2.0393578715743144,9.196103631814337E-6
0,0,-2.0389077815563117,9.226305728656892E-6
0,0,-2.0384576915383072,9.256504174729005E-6
0,0,-2.0380076015203046,9.28669894976683E-6
0,0,-2.0375575115023,9.31689003388545E-6
0,0,-2.0371074214842975,9.347077406937241E-6
0,0,-2.036657331466293,9.37726104888203E-6
0,0,-2.0362072414482904,9.407440939756509E-6
0,0,-2.035757151430286,9.437617059057223E-6
0,0,-2.0353070614122823,9.467789386677968E-6
0,0,-2.034856971394279,9.497957902678531E-6
0,0,-2.034406881376276,9.528122586457879E-6
0,0,-2.0339567913582717,9.55828341804815E-6
0,0,-2.033506701340268,9.58844037691781E-6
0,0,-2.0330566113222646,9.618593443095312E-6
0,0,-2.032606521304261,9.64874259599144E-6
0,0,-2.0321564312862574,9.678887815079535E-6
0,0,-2.031706341268253,9.709029080196257E-6
0,0,-2.0312562512502508,9.73916637096576E-6
0,0,-2.030806161232246,9.769299666816068E-6
0,0,-2.030356071214243,9.79942894745677E-6
0,0,-2.0299059811962388,9.829554192131032E-6
0,0,-2.029455891178236,9.859675380319028E-6
0,0,-2.0290058011602317,9.889792491740972E-6
0,0,-2.028555711142228,9.919905505546465E-6
0,0,-2.0281056211242245,9.950014401353914E-6
0,0,-2.0276555311062223,9.980119158660406E-6
0,0,-2.0272054410882174,1.00102197562841E-5
0,0,-2.026755351070214,1.0040316174060137E-5
0,0,-2.0263052610522103,1.0070408391036094E-5
0,0,-2.0258551710342068,1.0100496386524849E-5
0,0,-2.025405081016203,1.0130580139866932E-5
0,0,-2.0249549909981996,1.016065963012141E-5
0,0,-2.024504900980196,1.019073483656571E-5
0,0,-2.0240548109621934,1.0220805738488212E-5
0,0,-2.023604720944189,1.0250872314871112E-5
0,0,-2.0231546309261854,1.0280934544924618E-5
0,0,-2.022704540908182,1.0310992407811881E-5
0,0,-2.0222544508901774,1.0341045882327751E-5
0,0,-2.021804360872174,1.0371094948014958E-5
0,0,-2.0213542708541703,1.0401139583457691E-5
0,0,-2.0209041808361676,1.0431179767583288E-5
0,0,-2.0204540908181636,1.0461215480044635E-5
0,0,-2.0200040008001605,1.0491246698943017E-5
0,0,-2.019553910782156,1.052127340359435E-5
0,0,-2.019103820764154,1.0551295573122863E-5
0,0,-2.018653730746149,1.05813131863478E-5
0,0,-2.018203640728147,1.0611326221530797E-5
0,0,-2.017753550710142,1.0641334658166557E-5
0,0,-2.0173034606921383,1.0671338474883395E-5
0,0,-2.0168533706741347,1.0701337650412409E-5
0,0,-2.016403280656131,1.0731332163395574E-5
0,0,-2.0159531906381276,1.0761321992573312E-5
0,0,-2.0155031006201245,1.0791307117019653E-5
0,0,-2.0150530106021196,1.0821287515312716E-5
0,0,-2.014602920584117,1.085126316568367E-5
0,0,-2.0141528305661134,1.0881234047126968E-5
0,0,-2.013702740548109,1.0911200138373598E-5
0,0,-2.0132526505301063,1.0941161417643563E-5
0,0,-2.012802560512102,1.0971117863982599E-5
0,0,-2.012352470494099,1.1001069455398639E-5
0,0,-2.011902380476095,1.1031016170671894E-5
0,0,-2.011452290458093,1.1060957988420599E-5
0,0,-2.0110022004400876,1.1090894887196522E-5
0,0,-2.010552110422085,1.1120826845112874E-5
0,0,-2.0101020204040805,1.1150753840871697E-5
0,0,-2.009651930386078,1.1180675852679768E-5
0,0,-2.0092018403680734,1.1210592859194025E-5
0,0,-2.00875175035007,1.1240504838462193E-5
0,0,-2.008301660332066,1.1270411769198348E-5
0,0,-2.0078515703140627,1.1300313629502364E-5
0,0,-2.007401480296059,1.1330210397551528E-5
0,0,-2.0069513902780556,1.1360102051791903E-5
0,0,-2.006501300260052,1.1389988570648297E-5
0,0,-2.0060512102420485,1.1419869932183615E-5
0,0,-2.005601120224045,1.1449746114242402E-5
0,0,-2.0051510302060414,1.1479617095690848E-5
0,0,-2.004700940188038,1.1509482854248163E-5
